Ingredient,Dish,Meal,Date,Index,Vegetarian,Vegan,Gluten-Free
mussel in shell,Seafood Bouillabaisse,dinner,2022-07-13,10,False,False,False
clam,Seafood Bouillabaisse,dinner,2022-07-13,10,False,False,False
shrimp,Seafood Bouillabaisse,dinner,2022-07-13,10,False,False,False
squid,Seafood Bouillabaisse,dinner,2022-07-13,10,False,False,False
tomato,Seafood Bouillabaisse,dinner,2022-07-13,10,False,False,False
fennel,Seafood Bouillabaisse,dinner,2022-07-13,10,False,False,False
red bell pepper,Seafood Bouillabaisse,dinner,2022-07-13,10,False,False,False
yellow bell pepper,Seafood Bouillabaisse,dinner,2022-07-13,10,False,False,False
leek,Seafood Bouillabaisse,dinner,2022-07-13,10,False,False,False
onion,Seafood Bouillabaisse,dinner,2022-07-13,10,False,False,False
clam soup base,Seafood Bouillabaisse,dinner,2022-07-13,10,False,False,False
canola olive oil,Seafood Bouillabaisse,dinner,2022-07-13,10,False,False,False
vegetable soup base,Seafood Bouillabaisse,dinner,2022-07-13,10,False,False,False
garlic,Seafood Bouillabaisse,dinner,2022-07-13,10,False,False,False
parsley,Seafood Bouillabaisse,dinner,2022-07-13,10,False,False,False
thyme,Seafood Bouillabaisse,dinner,2022-07-13,10,False,False,False
pork,Chorizo,breakfast,2022-09-07,3,False,False,True
spices,Chorizo,breakfast,2022-09-07,3,False,False,True
paprika,Chorizo,breakfast,2022-09-07,3,False,False,True
salt,Chorizo,breakfast,2022-09-07,3,False,False,True
sugar,Chorizo,breakfast,2022-09-07,3,False,False,True
flavorings,Chorizo,breakfast,2022-09-07,3,False,False,True
citric acid,Chorizo,breakfast,2022-09-07,3,False,False,True
sodium phosphates,Chorizo,breakfast,2022-09-07,3,False,False,True
chicken,Spice Roasted Chicken,dinner,2022-09-16,0,False,False,True
canola oil,Spice Roasted Chicken,dinner,2022-09-16,0,False,False,True
olive oil,Spice Roasted Chicken,dinner,2022-09-16,0,False,False,True
"meatless ""beef"" crumbles (pea protein, sunflower oil, spices, caramel color)","""Beef"" Pastitsio",dinner,2022-12-10,1,False,True,False
pasta,"""Beef"" Pastitsio",dinner,2022-12-10,1,False,True,False
marinara sauce,"""Beef"" Pastitsio",dinner,2022-12-10,1,False,True,False
vegan cheese,"""Beef"" Pastitsio",dinner,2022-12-10,1,False,True,False
soy milk,"""Beef"" Pastitsio",dinner,2022-12-10,1,False,True,False
flour,"""Beef"" Pastitsio",dinner,2022-12-10,1,False,True,False
canola/olive oil blend,"""Beef"" Pastitsio",dinner,2022-12-10,1,False,True,False
nutmeg,"""Beef"" Pastitsio",dinner,2022-12-10,1,False,True,False
bok choy,Baby Bok Choy,dinner,2022-11-22,5,False,True,False
sugar,Baby Bok Choy,dinner,2022-11-22,5,False,True,False
mushroom seasoning,Baby Bok Choy,dinner,2022-11-22,5,False,True,False
canola/olive oil blend,Baby Bok Choy,dinner,2022-11-22,5,False,True,False
potato,New England Clam Chowder,lunch,2022-08-05,7,False,False,False
clam meat,New England Clam Chowder,lunch,2022-08-05,7,False,False,False
onion,New England Clam Chowder,lunch,2022-08-05,7,False,False,False
celery,New England Clam Chowder,lunch,2022-08-05,7,False,False,False
whole milk,New England Clam Chowder,lunch,2022-08-05,7,False,False,False
clam soup base,New England Clam Chowder,lunch,2022-08-05,7,False,False,False
clam juice,New England Clam Chowder,lunch,2022-08-05,7,False,False,False
flour,New England Clam Chowder,lunch,2022-08-05,7,False,False,False
unsalted butter,New England Clam Chowder,lunch,2022-08-05,7,False,False,False
cream,New England Clam Chowder,lunch,2022-08-05,7,False,False,False
shallot,New England Clam Chowder,lunch,2022-08-05,7,False,False,False
garlic,New England Clam Chowder,lunch,2022-08-05,7,False,False,False
bay leaf,New England Clam Chowder,lunch,2022-08-05,7,False,False,False
thyme,New England Clam Chowder,lunch,2022-08-05,7,False,False,False
chickpeas,Harvest Vegetable Chickpea Soup,lunch,2022-10-25,8,False,True,True
tomatoes,Harvest Vegetable Chickpea Soup,lunch,2022-10-25,8,False,True,True
zucchini,Harvest Vegetable Chickpea Soup,lunch,2022-10-25,8,False,True,True
bell peppers,Harvest Vegetable Chickpea Soup,lunch,2022-10-25,8,False,True,True
cauliflower,Harvest Vegetable Chickpea Soup,lunch,2022-10-25,8,False,True,True
beet,Harvest Vegetable Chickpea Soup,lunch,2022-10-25,8,False,True,True
celery,Harvest Vegetable Chickpea Soup,lunch,2022-10-25,8,False,True,True
carrots,Harvest Vegetable Chickpea Soup,lunch,2022-10-25,8,False,True,True
onions,Harvest Vegetable Chickpea Soup,lunch,2022-10-25,8,False,True,True
"vegetable soup base (contains carrots, celery)",Harvest Vegetable Chickpea Soup,lunch,2022-10-25,8,False,True,True
canola/olive oil blend,Harvest Vegetable Chickpea Soup,lunch,2022-10-25,8,False,True,True
garlic,Harvest Vegetable Chickpea Soup,lunch,2022-10-25,8,False,True,True
rosemary,Harvest Vegetable Chickpea Soup,lunch,2022-10-25,8,False,True,True
sage,Harvest Vegetable Chickpea Soup,lunch,2022-10-25,8,False,True,True
thyme,Harvest Vegetable Chickpea Soup,lunch,2022-10-25,8,False,True,True
paprika,Harvest Vegetable Chickpea Soup,lunch,2022-10-25,8,False,True,True
salt,Harvest Vegetable Chickpea Soup,lunch,2022-10-25,8,False,True,True
mindful chick'n,Sizzlin' Chick'n Fajita,dinner,2022-08-24,1,False,True,False
cilantro,Sizzlin' Chick'n Fajita,dinner,2022-08-24,1,False,True,False
fajita seasoning,Sizzlin' Chick'n Fajita,dinner,2022-08-24,1,False,True,False
onions,Sizzlin' Chick'n Fajita,dinner,2022-08-24,1,False,True,False
bell peppers,Sizzlin' Chick'n Fajita,dinner,2022-08-24,1,False,True,False
canola/olive oil blend,Sizzlin' Chick'n Fajita,dinner,2022-08-24,1,False,True,False
salt,Sizzlin' Chick'n Fajita,dinner,2022-08-24,1,False,True,False
rice,Cuban Style Rice,dinner,2022-09-08,3,False,True,True
black beans,Cuban Style Rice,dinner,2022-09-08,3,False,True,True
onion,Cuban Style Rice,dinner,2022-09-08,3,False,True,True
salt,Cuban Style Rice,dinner,2022-09-08,3,False,True,True
turmeric,Cuban Style Rice,dinner,2022-09-08,3,False,True,True
paprika,Cuban Style Rice,dinner,2022-09-08,3,False,True,True
pork,Sautéed Chorizo Sausage,breakfast,2023-01-11,4,False,False,True
spices,Sautéed Chorizo Sausage,breakfast,2023-01-11,4,False,False,True
paprika,Sautéed Chorizo Sausage,breakfast,2023-01-11,4,False,False,True
salt,Sautéed Chorizo Sausage,breakfast,2023-01-11,4,False,False,True
dried vinegar,Sautéed Chorizo Sausage,breakfast,2023-01-11,4,False,False,True
sugar,Sautéed Chorizo Sausage,breakfast,2023-01-11,4,False,False,True
natural flavorings,Sautéed Chorizo Sausage,breakfast,2023-01-11,4,False,False,True
dehydrated garlic,Sautéed Chorizo Sausage,breakfast,2023-01-11,4,False,False,True
ABF chicken (halal),Roasted Chicken with Olive,dinner,2022-07-22,10,False,False,True
onion,Roasted Chicken with Olive,dinner,2022-07-22,10,False,False,True
stuffed olive,Roasted Chicken with Olive,dinner,2022-07-22,10,False,False,True
tangerine chili olive,Roasted Chicken with Olive,dinner,2022-07-22,10,False,False,True
orange juice,Roasted Chicken with Olive,dinner,2022-07-22,10,False,False,True
canola olive oil,Roasted Chicken with Olive,dinner,2022-07-22,10,False,False,True
garlic,Roasted Chicken with Olive,dinner,2022-07-22,10,False,False,True
wild alaskan pollock,Herb Roasted Pollock,lunch,2022-08-05,0,False,False,True
parsley,Herb Roasted Pollock,lunch,2022-08-05,0,False,False,True
garlic,Herb Roasted Pollock,lunch,2022-08-05,0,False,False,True
lemon,Herb Roasted Pollock,lunch,2022-08-05,0,False,False,True
canola/olive oil blend,Herb Roasted Pollock,lunch,2022-08-05,0,False,False,True
salt,Herb Roasted Pollock,lunch,2022-08-05,0,False,False,True
ABF chicken (halal),Herbed Rotisserie Chicken,lunch,2022-08-30,0,False,False,True
canola/olive oil blend,Herbed Rotisserie Chicken,lunch,2022-08-30,0,False,False,True
garlic,Herbed Rotisserie Chicken,lunch,2022-08-30,0,False,False,True
paprika,Herbed Rotisserie Chicken,lunch,2022-08-30,0,False,False,True
organic thyme,Herbed Rotisserie Chicken,lunch,2022-08-30,0,False,False,True
oregano,Herbed Rotisserie Chicken,lunch,2022-08-30,0,False,False,True
organic rosemary,Herbed Rotisserie Chicken,lunch,2022-08-30,0,False,False,True
parsley,Herbed Rotisserie Chicken,lunch,2022-08-30,0,False,False,True
salt,Herbed Rotisserie Chicken,lunch,2022-08-30,0,False,False,True
pork,Kahlua Pork,lunch,2022-09-18,0,False,False,True
liquid smoke,Kahlua Pork,lunch,2022-09-18,0,False,False,True
ginger,Kahlua Pork,lunch,2022-09-18,0,False,False,True
garlic,Kahlua Pork,lunch,2022-09-18,0,False,False,True
salt,Kahlua Pork,lunch,2022-09-18,0,False,False,True
potatoes,Lemon Herb Roasted Potatoes,lunch,2022-10-17,3,False,True,True
lemon juice,Lemon Herb Roasted Potatoes,lunch,2022-10-17,3,False,True,True
thyme,Lemon Herb Roasted Potatoes,lunch,2022-10-17,3,False,True,True
parsley,Lemon Herb Roasted Potatoes,lunch,2022-10-17,3,False,True,True
turmeric,Lemon Herb Roasted Potatoes,lunch,2022-10-17,3,False,True,True
lemon pepper,Lemon Herb Roasted Potatoes,lunch,2022-10-17,3,False,True,True
canola/olive oil blend,Lemon Herb Roasted Potatoes,lunch,2022-10-17,3,False,True,True
garlic,Lemon Herb Roasted Potatoes,lunch,2022-10-17,3,False,True,True
salt,Lemon Herb Roasted Potatoes,lunch,2022-10-17,3,False,True,True
chicken,Five Spice Chicken,dinner,2022-11-27,0,False,False,True
canola/olive oil blend,Five Spice Chicken,dinner,2022-11-27,0,False,False,True
garlic,Five Spice Chicken,dinner,2022-11-27,0,False,False,True
ginger,Five Spice Chicken,dinner,2022-11-27,0,False,False,True
crushed red pepper flakes,Five Spice Chicken,dinner,2022-11-27,0,False,False,True
sugar,Five Spice Chicken,dinner,2022-11-27,0,False,False,True
anise,Five Spice Chicken,dinner,2022-11-27,0,False,False,True
five spice powder,Five Spice Chicken,dinner,2022-11-27,0,False,False,True
onion,Five Spice Chicken,dinner,2022-11-27,0,False,False,True
squash,Five Spice Chicken,dinner,2022-11-27,0,False,False,True
corn,Five Spice Chicken,dinner,2022-11-27,0,False,False,True
cilantro,Five Spice Chicken,dinner,2022-11-27,0,False,False,True
seasonal squash,Herb Roasted Squash,lunch,2023-01-14,5,False,True,True
garlic,Herb Roasted Squash,lunch,2023-01-14,5,False,True,True
fresh herbs,Herb Roasted Squash,lunch,2023-01-14,5,False,True,True
olive oil,Herb Roasted Squash,lunch,2023-01-14,5,False,True,True
salt,Herb Roasted Squash,lunch,2023-01-14,5,False,True,True
orzo pasta,Mediterranean Orzo,dinner,2022-06-10,12,True,False,False
butternut squash,Mediterranean Orzo,dinner,2022-06-10,12,True,False,False
kale,Mediterranean Orzo,dinner,2022-06-10,12,True,False,False
canola olive oil,Mediterranean Orzo,dinner,2022-06-10,12,True,False,False
sundried tomato,Mediterranean Orzo,dinner,2022-06-10,12,True,False,False
salt,Mediterranean Orzo,dinner,2022-06-10,12,True,False,False
pepper,Mediterranean Orzo,dinner,2022-06-10,12,True,False,False
quinoa,Mediterranean Quinoa,lunch,2022-12-10,3,False,True,True
tomatoes,Mediterranean Quinoa,lunch,2022-12-10,3,False,True,True
onions,Mediterranean Quinoa,lunch,2022-12-10,3,False,True,True
tarragon,Mediterranean Quinoa,lunch,2022-12-10,3,False,True,True
mint,Mediterranean Quinoa,lunch,2022-12-10,3,False,True,True
"vegetable soup base (contains celery, mushrooms)",Mediterranean Quinoa,lunch,2022-12-10,3,False,True,True
lemon juice,Mediterranean Quinoa,lunch,2022-12-10,3,False,True,True
oregano,Mediterranean Quinoa,lunch,2022-12-10,3,False,True,True
rice vinegar,Mediterranean Quinoa,lunch,2022-12-10,3,False,True,True
sugar,Mediterranean Quinoa,lunch,2022-12-10,3,False,True,True
shallots,Mediterranean Quinoa,lunch,2022-12-10,3,False,True,True
salt,Mediterranean Quinoa,lunch,2022-12-10,3,False,True,True
"tapenade(canola oil, garlic, capers, orange juice, lemon juice, artichoke, olives, shallots, bell peppers, salt)",Mediterranean Quinoa,lunch,2022-12-10,3,False,True,True
thyme,Mediterranean Quinoa,lunch,2022-12-10,3,False,True,True
fire roasted tomato,Sweet Corn & Chorizo Soup,dinner,2022-08-10,7,False,False,False
lemon juice,Sweet Corn & Chorizo Soup,dinner,2022-08-10,7,False,False,False
corn,Sweet Corn & Chorizo Soup,dinner,2022-08-10,7,False,False,False
bell peppers,Sweet Corn & Chorizo Soup,dinner,2022-08-10,7,False,False,False
pork chorizo sausage,Sweet Corn & Chorizo Soup,dinner,2022-08-10,7,False,False,False
"orzo pasta (semolina flour, durum flour)",Sweet Corn & Chorizo Soup,dinner,2022-08-10,7,False,False,False
onions,Sweet Corn & Chorizo Soup,dinner,2022-08-10,7,False,False,False
cilantro,Sweet Corn & Chorizo Soup,dinner,2022-08-10,7,False,False,False
"vegetable soup base (contains mushrooms, celery, carrots)",Sweet Corn & Chorizo Soup,dinner,2022-08-10,7,False,False,False
canola/olive oil blend,Sweet Corn & Chorizo Soup,dinner,2022-08-10,7,False,False,False
garlic,Sweet Corn & Chorizo Soup,dinner,2022-08-10,7,False,False,False
rice,Garlic Rice,lunch,2022-12-11,6,False,True,True
garlic,Garlic Rice,lunch,2022-12-11,6,False,True,True
vegetable soup base,Minestrone Soup,lunch,2023-01-19,8,False,True,False
orzo pasta,Minestrone Soup,lunch,2023-01-19,8,False,True,False
fire roasted tomatoes,Minestrone Soup,lunch,2023-01-19,8,False,True,False
zucchini,Minestrone Soup,lunch,2023-01-19,8,False,True,False
white beans,Minestrone Soup,lunch,2023-01-19,8,False,True,False
carrots,Minestrone Soup,lunch,2023-01-19,8,False,True,False
onions,Minestrone Soup,lunch,2023-01-19,8,False,True,False
celery,Minestrone Soup,lunch,2023-01-19,8,False,True,False
shiitake mushrooms,Minestrone Soup,lunch,2023-01-19,8,False,True,False
canola oil,Minestrone Soup,lunch,2023-01-19,8,False,True,False
olive oil,Minestrone Soup,lunch,2023-01-19,8,False,True,False
garlic,Minestrone Soup,lunch,2023-01-19,8,False,True,False
rosemary,Minestrone Soup,lunch,2023-01-19,8,False,True,False
unsweetened coconut milk,Mulligatawny Soup,lunch,2022-10-12,9,False,True,True
"vegetables soup base (contains carrots, celery)",Mulligatawny Soup,lunch,2022-10-12,9,False,True,True
tomatoes,Mulligatawny Soup,lunch,2022-10-12,9,False,True,True
carrots,Mulligatawny Soup,lunch,2022-10-12,9,False,True,True
lentils,Mulligatawny Soup,lunch,2022-10-12,9,False,True,True
yams,Mulligatawny Soup,lunch,2022-10-12,9,False,True,True
apple,Mulligatawny Soup,lunch,2022-10-12,9,False,True,True
onions,Mulligatawny Soup,lunch,2022-10-12,9,False,True,True
garlic,Mulligatawny Soup,lunch,2022-10-12,9,False,True,True
ginger,Mulligatawny Soup,lunch,2022-10-12,9,False,True,True
canola/olive oil blend,Mulligatawny Soup,lunch,2022-10-12,9,False,True,True
lemon juice,Mulligatawny Soup,lunch,2022-10-12,9,False,True,True
serrano chili,Mulligatawny Soup,lunch,2022-10-12,9,False,True,True
parsley,Mulligatawny Soup,lunch,2022-10-12,9,False,True,True
cilantro,Mulligatawny Soup,lunch,2022-10-12,9,False,True,True
curry powder,Mulligatawny Soup,lunch,2022-10-12,9,False,True,True
cumin,Mulligatawny Soup,lunch,2022-10-12,9,False,True,True
coriander,Mulligatawny Soup,lunch,2022-10-12,9,False,True,True
mustard,Mulligatawny Soup,lunch,2022-10-12,9,False,True,True
tortilla,Breakfast Burrito,breakfast,2023-01-13,3,True,False,False
eggs,Breakfast Burrito,breakfast,2023-01-13,3,True,False,False
cheese,Breakfast Burrito,breakfast,2023-01-13,3,True,False,False
black beans,Breakfast Burrito,breakfast,2023-01-13,3,True,False,False
seasonal vegetables,Breakfast Burrito,breakfast,2023-01-13,3,True,False,False
canola/olive oil blend,Breakfast Burrito,breakfast,2023-01-13,3,True,False,False
salt,Breakfast Burrito,breakfast,2023-01-13,3,True,False,False
chicken soup base,Chicken Posole Soup,lunch,2022-09-07,8,False,False,True
ABF chicken (halal),Chicken Posole Soup,lunch,2022-09-07,8,False,False,True
hominy,Chicken Posole Soup,lunch,2022-09-07,8,False,False,True
ancho chili paste,Chicken Posole Soup,lunch,2022-09-07,8,False,False,True
canola/olive oil blend,Chicken Posole Soup,lunch,2022-09-07,8,False,False,True
garlic,Chicken Posole Soup,lunch,2022-09-07,8,False,False,True
chili powder,Chicken Posole Soup,lunch,2022-09-07,8,False,False,True
onion,Chicken Posole Soup,lunch,2022-09-07,8,False,False,True
salt,Chicken Posole Soup,lunch,2022-09-07,8,False,False,True
pepper,Chicken Posole Soup,lunch,2022-09-07,8,False,False,True
potatoes,Rosemary & Thyme Potatoes,dinner,2022-11-08,6,False,True,True
canola/olive oil blend,Rosemary & Thyme Potatoes,dinner,2022-11-08,6,False,True,True
thyme,Rosemary & Thyme Potatoes,dinner,2022-11-08,6,False,True,True
rosemary,Rosemary & Thyme Potatoes,dinner,2022-11-08,6,False,True,True
salt,Rosemary & Thyme Potatoes,dinner,2022-11-08,6,False,True,True
potatoes,Garlic Mashed Potatoes,dinner,2022-11-10,6,True,False,True
cream,Garlic Mashed Potatoes,dinner,2022-11-10,6,True,False,True
butter,Garlic Mashed Potatoes,dinner,2022-11-10,6,True,False,True
canola/olive oil blend,Garlic Mashed Potatoes,dinner,2022-11-10,6,True,False,True
garlic,Garlic Mashed Potatoes,dinner,2022-11-10,6,True,False,True
salt,Garlic Mashed Potatoes,dinner,2022-11-10,6,True,False,True
eggplant,Roasted Eggplant,dinner,2022-09-06,5,False,True,True
garlic,Roasted Eggplant,dinner,2022-09-06,5,False,True,True
canola/olive oil blend,Roasted Eggplant,dinner,2022-09-06,5,False,True,True
salt,Roasted Eggplant,dinner,2022-09-06,5,False,True,True
broccoli,Broccoli Cheddar Soup,lunch,2022-06-08,18,True,False,False
carrots,Broccoli Cheddar Soup,lunch,2022-06-08,18,True,False,False
celery,Broccoli Cheddar Soup,lunch,2022-06-08,18,True,False,False
onion,Broccoli Cheddar Soup,lunch,2022-06-08,18,True,False,False
butter,Broccoli Cheddar Soup,lunch,2022-06-08,18,True,False,False
cheese,Broccoli Cheddar Soup,lunch,2022-06-08,18,True,False,False
garlic,Broccoli Cheddar Soup,lunch,2022-06-08,18,True,False,False
flour,Broccoli Cheddar Soup,lunch,2022-06-08,18,True,False,False
cream,Broccoli Cheddar Soup,lunch,2022-06-08,18,True,False,False
vegetable soup base,Broccoli Cheddar Soup,lunch,2022-06-08,18,True,False,False
nutmeg,Broccoli Cheddar Soup,lunch,2022-06-08,18,True,False,False
white wine vinegar,Broccoli Cheddar Soup,lunch,2022-06-08,18,True,False,False
milk,Broccoli Cheddar Soup,lunch,2022-06-08,18,True,False,False
bay leaf,Broccoli Cheddar Soup,lunch,2022-06-08,18,True,False,False
thyme,Broccoli Cheddar Soup,lunch,2022-06-08,18,True,False,False
salt,Broccoli Cheddar Soup,lunch,2022-06-08,18,True,False,False
gnocchi,Chicken & Gnocchi Soup,lunch,2022-09-30,7,False,False,False
onion,Chicken & Gnocchi Soup,lunch,2022-09-30,7,False,False,False
celery,Chicken & Gnocchi Soup,lunch,2022-09-30,7,False,False,False
carrot,Chicken & Gnocchi Soup,lunch,2022-09-30,7,False,False,False
chicken,Chicken & Gnocchi Soup,lunch,2022-09-30,7,False,False,False
chicken soup base,Chicken & Gnocchi Soup,lunch,2022-09-30,7,False,False,False
heavy cream,Chicken & Gnocchi Soup,lunch,2022-09-30,7,False,False,False
butter,Chicken & Gnocchi Soup,lunch,2022-09-30,7,False,False,False
milk,Chicken & Gnocchi Soup,lunch,2022-09-30,7,False,False,False
bay leaf,Chicken & Gnocchi Soup,lunch,2022-09-30,7,False,False,False
white wine vinegar,Chicken & Gnocchi Soup,lunch,2022-09-30,7,False,False,False
flour,Chicken & Gnocchi Soup,lunch,2022-09-30,7,False,False,False
thyme,Chicken & Gnocchi Soup,lunch,2022-09-30,7,False,False,False
green beans,Sauteed Green Beans,dinner,2022-08-08,5,False,True,False
olive oil,Sauteed Green Beans,dinner,2022-08-08,5,False,True,False
garlic,Sauteed Green Beans,dinner,2022-08-08,5,False,True,False
cannellini beans,White Bean Harissa Stew,dinner,2022-08-25,1,False,True,True
"vegetable soup base (contains mushrooms, celery)",White Bean Harissa Stew,dinner,2022-08-25,1,False,True,True
red onions,White Bean Harissa Stew,dinner,2022-08-25,1,False,True,True
tomato paste,White Bean Harissa Stew,dinner,2022-08-25,1,False,True,True
harissa paste,White Bean Harissa Stew,dinner,2022-08-25,1,False,True,True
spanish paprika,White Bean Harissa Stew,dinner,2022-08-25,1,False,True,True
agave syrup,White Bean Harissa Stew,dinner,2022-08-25,1,False,True,True
lemon juice,White Bean Harissa Stew,dinner,2022-08-25,1,False,True,True
thyme,White Bean Harissa Stew,dinner,2022-08-25,1,False,True,True
garlic,White Bean Harissa Stew,dinner,2022-08-25,1,False,True,True
canola/olive oil blend,White Bean Harissa Stew,dinner,2022-08-25,1,False,True,True
salt,White Bean Harissa Stew,dinner,2022-08-25,1,False,True,True
chicken,Rosemary Scented Chicken,lunch,2022-10-13,0,False,False,True
canola/olive oil blend,Rosemary Scented Chicken,lunch,2022-10-13,0,False,False,True
rosemary,Rosemary Scented Chicken,lunch,2022-10-13,0,False,False,True
garlic,Rosemary Scented Chicken,lunch,2022-10-13,0,False,False,True
salt,Rosemary Scented Chicken,lunch,2022-10-13,0,False,False,True
asparagus,Asparagus Blue Cheese Sauce,dinner,2022-09-15,13,True,False,True
mushroom,Asparagus Blue Cheese Sauce,dinner,2022-09-15,13,True,False,True
blue cheese,Asparagus Blue Cheese Sauce,dinner,2022-09-15,13,True,False,True
cream,Asparagus Blue Cheese Sauce,dinner,2022-09-15,13,True,False,True
parsley,Asparagus Blue Cheese Sauce,dinner,2022-09-15,13,True,False,True
canola olive oil,Asparagus Blue Cheese Sauce,dinner,2022-09-15,13,True,False,True
vegetable soup base,Asparagus Blue Cheese Sauce,dinner,2022-09-15,13,True,False,True
shallot,Asparagus Blue Cheese Sauce,dinner,2022-09-15,13,True,False,True
"perisian baguette (bread flour (bleached wheat flour, enzyme), water, yeast, salt, dough conditioner [enriched wheat flour, soy lecithin, calcium sulfate, soybean oil, enzymes])",Roasted Mushroom BanhMi,dinner,2022-05-12,14,False,True,False
"roasted mushroom (mushroom, cucumber, canola/olive oil blend, pickled daikon radish and carrot [daikon radish, carrot, white vinegar, sugar, salt)",Roasted Mushroom BanhMi,dinner,2022-05-12,14,False,True,False
"vegan ""mayo"" sauce",Roasted Mushroom BanhMi,dinner,2022-05-12,14,False,True,False
tamari sauce,Roasted Mushroom BanhMi,dinner,2022-05-12,14,False,True,False
sriracha sauce,Roasted Mushroom BanhMi,dinner,2022-05-12,14,False,True,False
garlic,Roasted Mushroom BanhMi,dinner,2022-05-12,14,False,True,False
pork,Korean Pork Bulgogi,dinner,2022-10-11,0,False,False,True
"hash brown potatoes (potatoes, disodium dihydrogen pyrophosphate, dextrose)",Shredded Hash Browns,breakfast,2022-08-18,3,False,True,False
chicken,Turmeric Roasted Chicken,lunch,2022-11-09,0,False,False,True
"spice rub (cumin, turmeric, cinnamon, brown sugar, paprika, ancho dried chili pepper, onion powder, garlic powder, black pepper)",Turmeric Roasted Chicken,lunch,2022-11-09,0,False,False,True
yogurt,Turmeric Roasted Chicken,lunch,2022-11-09,0,False,False,True
lemon juice,Turmeric Roasted Chicken,lunch,2022-11-09,0,False,False,True
canola/olive oil blend,Turmeric Roasted Chicken,lunch,2022-11-09,0,False,False,True
king oyster mushroom,Mushroom Tagine,lunch,2022-08-25,1,False,True,True
potato,Mushroom Tagine,lunch,2022-08-25,1,False,True,True
chickpea,Mushroom Tagine,lunch,2022-08-25,1,False,True,True
butternut squash,Mushroom Tagine,lunch,2022-08-25,1,False,True,True
carrot,Mushroom Tagine,lunch,2022-08-25,1,False,True,True
tomato,Mushroom Tagine,lunch,2022-08-25,1,False,True,True
onion,Mushroom Tagine,lunch,2022-08-25,1,False,True,True
zucchini,Mushroom Tagine,lunch,2022-08-25,1,False,True,True
canola olive oil,Mushroom Tagine,lunch,2022-08-25,1,False,True,True
mint,Mushroom Tagine,lunch,2022-08-25,1,False,True,True
parsley,Mushroom Tagine,lunch,2022-08-25,1,False,True,True
cilantro spice,Mushroom Tagine,lunch,2022-08-25,1,False,True,True
turmeric,Mushroom Tagine,lunch,2022-08-25,1,False,True,True
paprika,Mushroom Tagine,lunch,2022-08-25,1,False,True,True
ginger,Mushroom Tagine,lunch,2022-08-25,1,False,True,True
cinnamon,Mushroom Tagine,lunch,2022-08-25,1,False,True,True
garlic,Mushroom Tagine,lunch,2022-08-25,1,False,True,True
black pepper,Mushroom Tagine,lunch,2022-08-25,1,False,True,True
saffron,Mushroom Tagine,lunch,2022-08-25,1,False,True,True
tofu,Harissa Braised Tofu,dinner,2023-01-11,12,False,True,True
potatoes,Harissa Braised Tofu,dinner,2023-01-11,12,False,True,True
lemon,Harissa Braised Tofu,dinner,2023-01-11,12,False,True,True
onions,Harissa Braised Tofu,dinner,2023-01-11,12,False,True,True
tomatoes,Harissa Braised Tofu,dinner,2023-01-11,12,False,True,True
thyme,Harissa Braised Tofu,dinner,2023-01-11,12,False,True,True
basil,Harissa Braised Tofu,dinner,2023-01-11,12,False,True,True
mayonnaise,Lemon Garlic Aioli,dinner,2022-07-26,13,True,False,True
lemon juice,Lemon Garlic Aioli,dinner,2022-07-26,13,True,False,True
garlic,Lemon Garlic Aioli,dinner,2022-07-26,13,True,False,True
bok choy,Bok Choy & Shiitake Stir Fry,lunch,2022-10-30,5,False,True,False
shiitake mushrooms,Bok Choy & Shiitake Stir Fry,lunch,2022-10-30,5,False,True,False
garlic,Bok Choy & Shiitake Stir Fry,lunch,2022-10-30,5,False,True,False
ginger,Bok Choy & Shiitake Stir Fry,lunch,2022-10-30,5,False,True,False
green onions,Bok Choy & Shiitake Stir Fry,lunch,2022-10-30,5,False,True,False
canola/olive oil blend,Bok Choy & Shiitake Stir Fry,lunch,2022-10-30,5,False,True,False
puff pastry,Seasonal Vegetable Pot Pie,lunch,2022-08-30,1,False,True,False
potatoes,Seasonal Vegetable Pot Pie,lunch,2022-08-30,1,False,True,False
plant based chick'n,Seasonal Vegetable Pot Pie,lunch,2022-08-30,1,False,True,False
soy milk,Seasonal Vegetable Pot Pie,lunch,2022-08-30,1,False,True,False
potatoes,Seasonal Vegetable Pot Pie,lunch,2022-08-30,1,False,True,False
carrots,Seasonal Vegetable Pot Pie,lunch,2022-08-30,1,False,True,False
mushrooms,Seasonal Vegetable Pot Pie,lunch,2022-08-30,1,False,True,False
celery,Seasonal Vegetable Pot Pie,lunch,2022-08-30,1,False,True,False
corn,Seasonal Vegetable Pot Pie,lunch,2022-08-30,1,False,True,False
onions,Seasonal Vegetable Pot Pie,lunch,2022-08-30,1,False,True,False
green peas,Seasonal Vegetable Pot Pie,lunch,2022-08-30,1,False,True,False
flour,Seasonal Vegetable Pot Pie,lunch,2022-08-30,1,False,True,False
garlic,Seasonal Vegetable Pot Pie,lunch,2022-08-30,1,False,True,False
"vegetable soup base (contains mushroom, celery)",Seasonal Vegetable Pot Pie,lunch,2022-08-30,1,False,True,False
canola/olive oil blend,Seasonal Vegetable Pot Pie,lunch,2022-08-30,1,False,True,False
butter,Cornbread,lunch,2022-10-25,7,True,False,False
sugar,Cornbread,lunch,2022-10-25,7,True,False,False
eggs,Cornbread,lunch,2022-10-25,7,True,False,False
